stage,kill_advantage,team_advantage,enemy_hero_0,enemy_hero_1,enemy_hero_2,enemy_hero_3,enemy_hero_4,ally_hero_0,ally_hero_1,ally_hero_2,ally_hero_3,enemy_wr_0,enemy_wr_1,enemy_wr_2,enemy_wr_3,enemy_wr_4,ally_wr_0,ally_wr_1,ally_wr_2,ally_wr_3,item_37,item_40,item_96,item_98,item_100,item_102,item_104,item_119,item_127,item_139,item_152,item_156,item_160,item_176,item_204,item_206,item_208,item_210,item_249,item_250,item_254,item_267,item_598,item_610,item_911,item_1107,item_1466,item_1806,item_1808,target_item_0,target_item_1,target_item_2,target_item_3,target_item_4,target_item_5,target_item_6,target_item_7,target_item_8
2,1.4,0.1246170129082027,87,43,120,26,106,32,10,22,104,0.448,0.602,0.56,0.539,0.59,0.557,0.497,0.553,0.572,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,16,63,75,96,108,236,0
3,1.125,0.1246170129082027,87,43,120,26,106,32,10,22,104,0.448,0.602,0.56,0.539,0.59,0.557,0.497,0.553,0.572,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,11,48,63,96,108,160,236,0
0,0.16666666666666666,-0.17739564638184557,51,36,93,22,102,10,20,105,97,0.575,0.507,0.544,0.567,0.481,0.497,0.526,0.475,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,39,42,63,0,0
1,0.8,-0.17739564638184557,51,36,93,22,102,10,20,105,97,0.575,0.507,0.544,0.567,0.481,0.497,0.526,0.475,0.535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,42,63,174,1123,0,0
2,0.2,-0.17739564638184557,51,36,93,22,102,10,20,105,97,0.575,0.507,0.544,0.567,0.481,0.497,0.526,0.475,0.535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,20,42,63,108,174,0,0
3,1.3333333333333333,-0.17739564638184557,51,36,93,22,102,10,20,105,97,0.575,0.507,0.544,0.567,0.481,0.497,0.526,0.475,0.535,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11,20,63,108,160,174,603,0
0,1.0,0.125475926745104,26,54,21,106,83,63,55,87,14,0.539,0.52,0.542,0.59,0.575,0.56,0.562,0.542,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,1123
1,0.8,0.125475926745104,26,54,21,106,83,63,55,87,14,0.539,0.52,0.542,0.59,0.575,0.56,0.562,0.542,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,16,42,63,75,174,0
2,1.1,0.125475926745104,26,54,21,106,83,63,55,87,14,0.539,0.52,0.542,0.59,0.575,0.56,0.562,0.542,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,14,16,63,75,108,170,174
0,-0.16666666666666666,-0.00938791313678422,16,49,22,28,84,10,112,62,42,0.51,0.555,0.567,0.59,0.579,0.497,0.586,0.574,0.621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,75,237,0
1,-0.2,-0.00938791313678422,16,49,22,28,84,10,112,62,42,0.51,0.555,0.567,0.59,0.579,0.497,0.586,0.574,0.621,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,42,63,75,174,236,237,0
2,-0.1,-0.00938791313678422,16,49,22,28,84,10,112,62,42,0.51,0.555,0.567,0.59,0.579,0.497,0.586,0.574,0.621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,63,75,108,174,236,237,1097
3,1.25,-0.00938791313678422,16,49,22,28,84,10,112,62,42,0.51,0.555,0.567,0.59,0.579,0.497,0.586,0.574,0.621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,63,75,108,236,603,1097,0,0
0,0.0,-0.018350536830963105,106,22,44,14,16,37,42,9,19,0.59,0.567,0.587,0.557,0.51,0.595,0.621,0.563,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,38,42,63,0,0,0
1,0.5,-0.018350536830963105,106,22,44,14,16,37,42,9,19,0.59,0.567,0.587,0.557,0.51,0.595,0.621,0.563,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,20,38,42,63,236,0,0,0
2,1.7,-0.018350536830963105,106,22,44,14,16,37,42,9,19,0.59,0.567,0.587,0.557,0.51,0.595,0.621,0.563,0.507,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,20,63,108,174,236,1097,0,0
3,0.0,-0.018350536830963105,106,22,44,14,16,37,42,9,19,0.59,0.567,0.587,0.557,0.51,0.595,0.621,0.563,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.16666666666666666,0.02233254557238773,138,29,14,7,74,5,54,104,62,0.518,0.489,0.557,0.469,0.581,0.502,0.59,0.572,0.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,0,0,0
1,2.0,0.02233254557238773,138,29,14,7,74,5,54,104,62,0.518,0.489,0.557,0.469,0.581,0.502,0.59,0.572,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,20,63,174,0,0,0
2,1.9,0.02233254557238773,138,29,14,7,74,5,54,104,62,0.518,0.489,0.557,0.469,0.581,0.502,0.59,0.572,0.574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,20,48,63,108,174,0,0
3,1.0,0.02233254557238773,138,29,14,7,74,5,54,104,62,0.518,0.489,0.557,0.469,0.581,0.502,0.59,0.572,0.574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3333333333333333,-0.012999398160096653,51,67,105,98,7,119,29,14,54,0.575,0.584,0.567,0.488,0.469,0.535,0.557,0.53,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,38,63,0,0,0
1,-0.4,-0.012999398160096653,51,67,105,98,7,119,29,14,54,0.575,0.584,0.567,0.488,0.469,0.535,0.557,0.53,0.59,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,38,42,63,236,0,0,0
2,0.1,-0.012999398160096653,51,67,105,98,7,119,29,14,54,0.575,0.584,0.567,0.488,0.469,0.535,0.557,0.53,0.59,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38,63,108,174,236,0,0,0
3,1.0,-0.012999398160096653,51,67,105,98,7,119,29,14,54,0.575,0.584,0.567,0.488,0.469,0.535,0.557,0.53,0.59,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,108,174,236,603,1097,0,0
0,0.0,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,0,0
1,-0.3,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,38,63,98,174,0
2,0.5,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,11,14,20,38,63,98,108,174,1097
3,0.5,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,14,20,63,98,108,603,1097,0
4,0.4,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,63,98,108,139,603,1097,0,0,0
5,0.0,-0.05280547131732449,30,70,110,29,74,68,102,72,6,0.523,0.549,0.569,0.489,0.581,0.573,0.526,0.573,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.0,0.04216985506727644,48,74,75,128,123,29,9,41,53,0.527,0.581,0.527,0.53,0.581,0.557,0.563,0.486,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,42,63,75,0,0
1,0.8,0.04216985506727644,48,74,75,128,123,29,9,41,53,0.527,0.581,0.527,0.53,0.581,0.557,0.563,0.486,0.528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,63,75,174,0,0,0
2,0.0,0.04216985506727644,48,74,75,128,123,29,9,41,53,0.527,0.581,0.527,0.53,0.581,0.557,0.563,0.486,0.528,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16,63,75,108,174,1097,0,0
3,1.5,0.04216985506727644,48,74,75,128,123,29,9,41,53,0.527,0.581,0.527,0.53,0.581,0.557,0.563,0.486,0.528,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,63,75,108,603,1097,0,0,0
0,0.3333333333333333,-0.03223556121851523,49,63,19,102,37,41,60,40,93,0.555,0.54,0.536,0.481,0.498,0.486,0.552,0.526,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,75,0,0
1,1.6,-0.03223556121851523,49,63,19,102,37,41,60,40,93,0.555,0.54,0.536,0.481,0.498,0.486,0.552,0.526,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,63,75,174,236,0,0
2,2.0,-0.03223556121851523,49,63,19,102,37,41,60,40,93,0.555,0.54,0.536,0.481,0.498,0.486,0.552,0.526,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,108,174,236,1097,0,0,0
0,-0.3333333333333333,0.029619447984441827,110,19,46,136,100,99,30,54,14,0.569,0.536,0.53,0.576,0.539,0.508,0.595,0.59,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,42,63,75,0,0,0
1,-0.4,0.029619447984441827,110,19,46,136,100,99,30,54,14,0.569,0.536,0.53,0.576,0.539,0.508,0.595,0.59,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,16,20,38,63,75,174,236,0
2,0.4,0.029619447984441827,110,19,46,136,100,99,30,54,14,0.569,0.536,0.53,0.576,0.539,0.508,0.595,0.59,0.53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,20,38,63,75,108,174,236,1097
3,1.4285714285714286,0.029619447984441827,110,19,46,136,100,99,30,54,14,0.569,0.536,0.53,0.576,0.539,0.508,0.595,0.59,0.53,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,38,63,75,108,139,236,1097,0
0,0.3333333333333333,0.08311878172339426,54,39,14,79,29,114,50,110,7,0.52,0.572,0.557,0.6,0.489,0.485,0.577,0.592,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,0,0,0
1,1.0,0.08311878172339426,54,39,14,79,29,114,50,110,7,0.52,0.572,0.557,0.6,0.489,0.485,0.577,0.592,0.541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,63,174,236,0,0,0
2,1.3,0.08311878172339426,54,39,14,79,29,114,50,110,7,0.52,0.572,0.557,0.6,0.489,0.485,0.577,0.592,0.541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,16,20,63,108,174,236,1097,0
3,2.6666666666666665,0.08311878172339426,54,39,14,79,29,114,50,110,7,0.52,0.572,0.557,0.6,0.489,0.485,0.577,0.592,0.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16,20,63,108,236,1097,0,0
0,-0.5,-0.01215297677441507,60,106,62,100,15,63,99,112,71,0.515,0.59,0.55,0.539,0.565,0.56,0.508,0.586,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,25,29,63,75,0
1,-0.3,-0.01215297677441507,60,106,62,100,15,63,99,112,71,0.515,0.59,0.55,0.539,0.565,0.56,0.508,0.586,0.558,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,174,0,0,0,0
2,2.0,-0.01215297677441507,60,106,62,100,15,63,99,112,71,0.515,0.59,0.55,0.539,0.565,0.56,0.508,0.586,0.558,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,16,63,75,96,108,174,0
3,0.0,-0.01215297677441507,60,106,62,100,15,63,99,112,71,0.515,0.59,0.55,0.539,0.565,0.56,0.508,0.586,0.558,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16666666666666666,0.13478593390172255,19,120,34,106,50,63,99,112,32,0.536,0.56,0.517,0.59,0.497,0.56,0.508,0.586,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,0,0,0
1,1.5,0.13478593390172255,19,120,34,106,50,63,99,112,32,0.536,0.56,0.517,0.59,0.497,0.56,0.508,0.586,0.557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,63,174,0,0,0,0
2,1.6,0.13478593390172255,19,120,34,106,50,63,99,112,32,0.536,0.56,0.517,0.59,0.497,0.56,0.508,0.586,0.557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,20,63,174,0,0,0,0
0,0.0,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,42,75,1123,1575,0
1,0.7,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,63,75,174,1123,1575,0,0
2,1.2,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,63,75,96,108,174,1123,1575,0
3,-0.1,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,63,75,96,108,160,174,1123,1575
4,-0.2,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,63,96,108,112,160,174,0,0
5,0.8,-0.09781000210896718,90,14,129,106,109,108,21,72,103,0.538,0.557,0.585,0.59,0.593,0.595,0.536,0.573,0.549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,96,108,112,160,174,0,0,0
0,0.16666666666666666,0.0032964946744402646,75,28,19,17,44,15,29,37,107,0.527,0.59,0.536,0.605,0.587,0.504,0.557,0.595,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,29,42,63,0,0,0,0
1,0.7,0.0032964946744402646,75,28,19,17,44,15,29,37,107,0.527,0.59,0.536,0.605,0.587,0.504,0.557,0.595,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,38,42,63,108,174,0,0
2,1.4444444444444444,0.0032964946744402646,75,28,19,17,44,15,29,37,107,0.527,0.59,0.536,0.605,0.587,0.504,0.557,0.595,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,20,63,75,108,174,603,0
0,0.6666666666666666,0.03792468085864442,67,37,6,86,65,85,19,59,26,0.584,0.498,0.513,0.56,0.542,0.548,0.507,0.48,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,29,42,63,0,0,0
1,1.1,0.03792468085864442,67,37,6,86,65,85,19,59,26,0.584,0.498,0.513,0.56,0.542,0.548,0.507,0.48,0.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,14,16,63,174,0,0,0
2,0.4,0.03792468085864442,67,37,6,86,65,85,19,59,26,0.584,0.498,0.513,0.56,0.542,0.548,0.507,0.48,0.551,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,63,160,174,0,0,0,0
3,0.8333333333333334,0.03792468085864442,67,37,6,86,65,85,19,59,26,0.584,0.498,0.513,0.56,0.542,0.548,0.507,0.48,0.551,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,63,108,160,174,1097,0,0
0,-0.16666666666666666,-0.03034190218711519,64,106,108,75,67,105,96,31,97,0.501,0.59,0.503,0.527,0.584,0.475,0.579,0.558,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,1575,0,0,0
1,-0.2,-0.03034190218711519,64,106,108,75,67,105,96,31,97,0.501,0.59,0.503,0.527,0.584,0.475,0.579,0.558,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,29,38,42,63,147,170,0,0
2,-0.1,-0.03034190218711519,64,106,108,75,67,105,96,31,97,0.501,0.59,0.503,0.527,0.584,0.475,0.579,0.558,0.535,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,20,38,63,108,147,1097,0,0
3,0.0,-0.03034190218711519,64,106,108,75,67,105,96,31,97,0.501,0.59,0.503,0.527,0.584,0.475,0.579,0.558,0.535,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,63,96,108,147,603,1097,0,0
4,1.5,-0.03034190218711519,64,106,108,75,67,105,96,31,97,0.501,0.59,0.503,0.527,0.584,0.475,0.579,0.558,0.535,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,63,96,147,168,603,1097,0,0,0
0,0.0,-0.03095600719272351,70,73,64,35,60,84,1,29,86,0.549,0.457,0.501,0.605,0.515,0.547,0.531,0.557,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,1123
1,0.7,-0.03095600719272351,70,73,64,35,60,84,1,29,86,0.549,0.457,0.501,0.605,0.515,0.547,0.531,0.557,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,38,42,63,75,174,0,0
2,0.4,-0.03095600719272351,70,73,64,35,60,84,1,29,86,0.549,0.457,0.501,0.605,0.515,0.547,0.531,0.557,0.539,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,174,1097,0,0
3,0.4,-0.03095600719272351,70,73,64,35,60,84,1,29,86,0.549,0.457,0.501,0.605,0.515,0.547,0.531,0.557,0.539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,108,116,160,1097,1575
4,0.0,-0.03095600719272351,70,73,64,35,60,84,1,29,86,0.549,0.457,0.501,0.605,0.515,0.547,0.531,0.557,0.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,-0.16597080287132826,136,26,68,93,29,85,41,64,102,0.576,0.539,0.47,0.544,0.489,0.548,0.486,0.551,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,75,237,0
1,0.7,-0.16597080287132826,136,26,68,93,29,85,41,64,102,0.576,0.539,0.47,0.544,0.489,0.548,0.486,0.551,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,63,75,174,236,237,0,0
2,-0.2,-0.16597080287132826,136,26,68,93,29,85,41,64,102,0.576,0.539,0.47,0.544,0.489,0.548,0.486,0.551,0.526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,63,75,108,174,236,237,0
3,1.1111111111111112,-0.16597080287132826,136,26,68,93,29,85,41,64,102,0.576,0.539,0.47,0.544,0.489,0.548,0.486,0.551,0.526,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,63,75,108,168,174,236,603,1097
0,0.0,-0.02252351589376067,110,63,69,76,51,52,71,53,15,0.569,0.54,0.588,0.497,0.575,0.535,0.558,0.528,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,20,29,42,63,75,0,0
1,1.3,-0.02252351589376067,110,63,69,76,51,52,71,53,15,0.569,0.54,0.588,0.497,0.575,0.535,0.558,0.528,0.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,38,63,75,174,0,0,0
2,0.3333333333333333,-0.02252351589376067,110,63,69,76,51,52,71,53,15,0.569,0.54,0.588,0.497,0.575,0.535,0.558,0.528,0.504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,63,75,108,174,236,0,0
0,0.3333333333333333,0.22234968638932795,131,18,34,2,37,88,60,29,27,0.513,0.517,0.517,0.522,0.498,0.54,0.552,0.557,0.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,0
1,0.9,0.22234968638932795,131,18,34,2,37,88,60,29,27,0.513,0.517,0.517,0.522,0.498,0.54,0.552,0.557,0.586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,174,236,0,0,0
2,1.3,0.22234968638932795,131,18,34,2,37,88,60,29,27,0.513,0.517,0.517,0.522,0.498,0.54,0.552,0.557,0.586,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,16,63,75,108,174,236,0
3,0.6,0.22234968638932795,131,18,34,2,37,88,60,29,27,0.513,0.517,0.517,0.522,0.498,0.54,0.552,0.557,0.586,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,63,108,160,174,236,0,0
0,0.5,0.01895769712324391,14,18,76,84,99,114,62,2,90,0.557,0.517,0.497,0.579,0.573,0.485,0.574,0.559,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,20,29,42,63,75,0
1,0.5,0.01895769712324391,14,18,76,84,99,114,62,2,90,0.557,0.517,0.497,0.579,0.573,0.485,0.574,0.559,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,38,63,75,174,236,0,0
2,0.7,0.01895769712324391,14,18,76,84,99,114,62,2,90,0.557,0.517,0.497,0.579,0.573,0.485,0.574,0.559,0.587,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,108,174,236,0,0
3,1.1666666666666667,0.01895769712324391,14,18,76,84,99,114,62,2,90,0.557,0.517,0.497,0.579,0.573,0.485,0.574,0.559,0.587,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,16,63,75,108,174,236,1097,0
0,0.16666666666666666,0.1399863825797043,74,86,109,22,49,54,75,108,60,0.581,0.56,0.593,0.567,0.555,0.59,0.525,0.595,0.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,20,29,42,63,0,0,0
